"title","count(title)"
"FIDELIS/2",102
"FVLGEO",102
"IMITOR",101
"SECRETVM",101
"DETRAHO",101
"IMMENSVS",101
"VENIA",101
"PERSONA",101
"INTENDO",101
"MODICVS",101
"FOEDVS/2",101
"FVRTVM",101
"NONNVLLVS",101
"SALTEM",101
"INCLVDO",100
"CANTO",100
"MEL",100
"CIRCITER/2",100
"PRIVSQVAM",100
"RISVS",100
"SCOPVLVS",100
"HIBERNA",100
"QVO/1",100
"EDICTVM",100
"AVLA/1",100
"NIMBVS",100
"VERITAS",100
"PRIMO",100
"TVMVLVS",100
"SPECTACVLVM",99
"GALLVS/N",99
"LEVO/1",99
"SIQVIS",99
"EDVCO/2",99
"CAVVS/2",99
"CITO/2",99
"EMITTO",99
"VESTIO",99
"CELO",99
"SVAVIS",99
"SENEX/1",98
"OBVIVS",98
"RECVSO",98
"FAMILIARIS/2",98
"CVRIA",98
"ELOQVENS",98
"PECVS/2",98
"DRVSILLA/N",98
"PRVDENS",97
"INFANS/1",97
"FIGVRA",97
"PRAESVM/1",97
"GENER",97
"INTERIOR",97
"SALVTO",97
"REPELLO",97
"VALLIS",97
"VENEROR",97
"HOSPITIVM",97
"NEQVIDEM",96
"CERES/N",96
"OCCASIO",96
"VTINAM",96
"SPECVLVM",96
"PEDES",96
"CORAM/1",96
"SEPVLCRVM",96
"PLANVS/2",96
"MORTVVS/2",96
"IGNOSCO",96
"CVPIDVS",96
"PRAESERTIM",96
"AEQVO",96
"IANVA",96
"TYRANNVS",96
"GEMMA",95
"ADHIBEO",95
"NEQVIQVAM",95
"CRVENTVS",95
"IDONEVS",95
"DESIDERO",95
"MELIOR",95
"CRVS",95
"FATIGO",95
"CLAVDIVS/N",95
"RADIVS",95
"STELLA",95
"DESTINO",95
"FACVLTAS",95
"IVXTA/1",95
"VEXO",95
"VERRES/N",95
"AMPLECTOR",94
"PROFICIO",94
"SPONTE",94
"VISO",94
"POMPEIVS/N",94
"TRIGINTA",94
"INICIO",94
"SORDIDVS",94
"INDIGNVS",94
"INTERSVM/1",94
"PVRPVREVS",94
"ANTONIVS/N",94
"LAR/N",94
"CARINA",94
"VBIQVE",94
"OCTO",93
"FORMO",93
"QVODSI",93
"ADIVVO",93
"NAVIGO",93
"PENATES/N",93
"MVNITIO",93
"VNGVIS",93
"MERCES",93
"INDO",93
"CLAM/1",93
"TRIMALCHIO/N",93
"TONO",93
"TOTIENS",93
"FAVEO",93
"PRIAMVS/N",93
"ELIGO/3",93
"GREMIVM",93
"TREPIDVS",93
"PATERNVS",93
"NANCISCOR",92
"ROTA",92
"POMVM",92
"GEMITVS",92
"LIS",92
"CERTE",92
"VALLVM",92
"PARITER",92
"PRIVS",92
"CANTVS",92
"RVDIS/2",92
"COTIDIE",92
"SOLIDVS/2",92
"VINCIO",92
"HORRIDVS",92
"GEMO",92
"CONFITEOR",91
"ANTEA",91
"HORREO",91
"MAIORES",91
"CHARTA",91
"ARDOR",91
"SEVERVS",91
"PALAM/1",91
"ADICIO",91
"CIRCVMDO",91
"INDICIVM",91
"DESPICIO",91
"DILIGENTIA",91
"PIGNVS",91
"SODALIS/1",91
"ADITVS",91
"AVVS",91
"SACRVM",91
"FIRMVS",90
"LATRO/2",90
"NECESSITAS",90
"REPONO",90
"LAETOR",90
"SIGNO",90
"RESTO",90
"RATIS",90
"BRVTVS/N",90
"MATERIA",90
"TVNICA",90
"FVGO",90
"VER",90
"HEREDITAS",90
"LECTVS/1",89
"OLYMPVS/N",89
"RESTITVO",89
"CALAMITAS",89
"NIMIVM/2",89
"DEDO",89
"EVADO/2",89
"VERBER",89
"RVMOR",89
"NVPTIAE",89
"NIVEVS",89
"EXSISTO",89
"REMANEO",89
"SCIPIO/N",89
"NVTRIO",88
"CONCILIVM",88
"CONCVTIO",88
"ELEMENTVM",88
"FAMVLVS/1",88
"VIGILO",88
"PELLIS",88
"VADVM",88
"DAPS",88
"POTIOR",88
"ROMVLVS/N",88
"ASINVS",88
"QVALITAS",87
"VACO",87
"SPIRO",87
"VILLA",87
"LACERTVS/1",87
"AESTIMO",87
"MERGO",87
"OMEN",87
"NVTRIX",87
"OBSIDEO",87
"CIVILIS",87
"MOLESTVS",87
"PIGER",87
"SVFFICIO",87
"FORTASSE",87
"SVSPICIO/2",87
"VAPOR",87
"GRAECIA/N",87
"LVSTRO/2",87
"ADIMO",87
"VVLNERO",87
"PRAEFERO",87
"TOTIDEM/1",87
"GVRGES",87
"QVO/5",86
"LAVRVS",86
"FABIVS/N",86
"INSVM/1",86
"NORBANVS/N",86
"MANIFESTVS",86
"EXPLORO",86
"OPPVGNO",86
"CEV/1",86
"INTERROGO",86
"ADVERTO",86
"DELICIA/1",86
"MINVO",86
"MONVMENTVM",86
"STABVLVM",86
"IMMINEO",86
"SVMMA",85
"MVRMVR",85
"IVVENCVS/1",85
"VBER/1",85
"AVSTER",85
"TVBA",85
"TERRENVS",85
"NILVS/N",85
"PRAECEPTVM",85
"SERENVS",85
"SPELVNCA",85
"FLAGRO",85
"IMPEDIMENTVM",85
"PROVIDEO",85
"PVBLIVS/N",85
"FAVX",84
"MENTVLA",84
"CACABVS",84
"ANGELVS",84
"AFFECTVS/1",84
"INANE",84
"DISSIMILIS",84
"TINGO",84
"IVSTITIA",84
"LEVIS/2",84
"CONIVRATIO",83
"TESTAMENTVM",83
"CONFIDO",83
"EVENIO",83
"VTRVM",83
"EICIO",83
"SICCVS",83
"RVBEO",83
"TREPIDO",83
"CVLTVS/1",83
"PHILOSOPHVS/2",83
"PERTERREO",83
"ASPECTVS",83
"MAECENAS/N",83
"PRISCVS",83
"DISPERGO",83
"NITOR/2",83
"OVIS",83
"ADORO",83
"VITIS",83
"HELVETII/N",83
"FLETVS",82
"CVNCTOR",82
"NATIO/1",82
"INGRATVS",82
"MILITARIS",82
"DIRIGO",82
"ATTINGO",82
"DEMVM",82
"ORBVS",82
"MVLTO/2",82
"PROSPICIO",82
"AEMILIANVS/N",82
"ROSA",82
"TIMIDVS",82
"LAEVVS",82
"PRIMORDIVS",82
"NI/2",82
"TAEDA",81
"REFICIO",81
"CONVIVA",81
"RABIES",81
"COLONVS/1",81
"IOCVS",81
"ADMIROR",81
"FORMIDO/1",81
"PALLAS/N",81
"TOLERO",81
"INVITO",81
"CANVS",81
"CONFVNDO/2",81
"CARTHAGO/N",81
"C/N",81
"SPOLIO",81
"CELERITAS",81
"CONTRAHO",81
"SEGES",81
"FIRMO",81
"SVBMITTO",81
"ALTERNVS",81
"STREPITVS",81
"COMMENDO",81
"NEFARIVS",81
"TRACTO",81
"FOVEO",80
"VELOX",80
"EPVLAE",80
"VOLVCRIS",80
"PERFVNDO/2",80
"ARGVMENTVM",80
"VELO",80
"GENV",80
"LACESSO",80
"PRVDENTIA",80
"POTO",80
"CAELIVS/N",80
"LASCIVVS",80
"HECTOR/N",80
"BALNEVM",80
"MINIMVS",80
"PERCIPIO",80
"REGIA",80
"CVSTODIO",80
"DECEDO/1",80
"DECORVS",80
"FLAVVS",80
"LASSVS",79
"PSYCHE/N",79
"AETHERIVS",79
"STIRPS",79
"PHRYGIVS/A",79
"MATERIO",79
"PARTHVS/A",79
"CONSERVO",79
"APERTVS",79
"LIBERTVS",79
"CONCITO/1",79
"NEPTVNVS/N",79
"IMPETRO",79
"SOLLICITO",79
"SILEO",79
"TRICLINIVM",79
"RITVS",79
"CVLINA",79
"ORTVS",79
"INSANVS",79
"IRATVS",79
"NVMQVID",78
"INTEREO/1",78
"TACITVS",78
"TETER",78
"LAETITIA",78
"SVSPICIO/1",78
"DIDO/N",78
"ARCESSO",78
"VERE",78
"VNICVS",78
"FINITIMVS",78
"REPREHENDO",78
"SVSPICOR",78
"DVPLEX",78
"SEPELIO",78
"DRACO",78
"ADMINISTRO",77
"LABIENVS/N",77
"DOLABELLA/N",77
"CVSTODIA",77
"DVRO",77
"COLVMNA",77
"IVLIVS/N",77
"AVARITIA",77
"SECVRIS",77
"MEDIVM",77
"RELIGIOSVS",77
"SVPERBIA",77
"COMPERIO",77
"VEHEMENS",77
"EXCEDO/1",77
"SINISTER",77
"GRAVITER",77
"VRBANVS",77
"PATEFACIO",77
"THEATRVM",77
"VVA",77
"EDO/2",77
"SESTERTIVS/1",77
"SPOLIVM",77
"CENTVRIO/1",77
"SOLACIVM",76
"PRAEDITVS",76
"ATTOLLO",76
"SVBIGO",76
"CONSCRIBO",76
"QVERELA",76
"EGEO",76
"AFRICA/N",76
"VOLVCER",76
"MAXIMVS/N",76
"CONTRARIVS",76
"VIDEOR",76
"PLERVMQVE",76
"FIGVRO",76
"PENETRO",76
"FRENVM",75
"INCEDO/1",75
"VERBERO/2",75
"EXPLICO",75
"FLAGITIVM",75
"FOSSA",75
"NODVS",75
"PROSTERNO",75
"SERO/3",75
"MERITO/2",75
"PRIVO",75
"MICO",75
"SVCCVRRO",75
"INOPIA",75
"GENA",75
"PRAE/1",75
"SOCER",75
"MILITIA",75
"APPELLO/2",74
"ARRIPIO",74
"MATVRVS",74
"GRAMEN",74
"PARENS/2",74
"NERVVS",74
"IACVLVM",74
"ABICIO",74
"SIN",74
"TVRBO/1",74
"FASCIS",74
"MVLTI",74
"INSPICIO",74
"ACVTVS",74
"LVCEO",74
"CRASSVS",74
"QVAESTOR",74
"CONTINVVS",74
"COMITOR",74
"ABSOLVO",74
"ANCHISES/N",74
"STAGNVM/1",74
"SEGNIS",74
"HABENA",74
"CVRVVS",73
"MOLLIO",73
"IVSSVS",73
"HISPANIA/N",73
"PERSPICIO",73
"SATVRNVS/N",73
"QVISPIAM",73
"RADIX",73
"OMITTO",73
"CELSVS",73
"TVMIDVS",73
"APPETO",73
"INTVS/2",73
"INDIGNOR",73
"FOLIVM",73
"AVRORA",73
"SVBITVS/1",72
"NVSQVAM",72
"RESPONSVM",72
"COERCEO",72
"PRETIOSVS",72
"MEDICVS/1",72
"FETVS/1",72
"AGGER",72
"INDICO/1",72
"DISSIMVLO",72
"ARTVS/2",72
"PROFECTO",72
"SCINDO",72
"GITON/N",72
"MEDITOR",72
"EVMOLPVS/N",72
"PRAECIPVVS",72
"PATRONVS",72
"PRONVNTIO",71
"CIRCVMVENIO",71
"EXSILIVM",71
"AEQVALIS/2",71
"SISTO",71
"ANGVIS",71
"REMEDIVM",71
"LANA",71
"CONCILIO",71
"INCVMBO",71
"LVCERNA",71
"VRNA",71
"DESPERO",71
"NECTO",71
"EXVO",71
"COEO/1",71
"AQVILA",70
"IMVS",70
"PALLEO",70
"LACERO",70
"MVCRO",70
"ANVS/2",70
"POTENTIA",70
"VERVM/1",70
"ARMENTVM",70
"TVS",70
"CVBILE",70
"MISEROR",70
"BRITANNI/N",70
"INCOLA",70
"VISVS",70
"AGNVS",70
"DESIDERIVM",70
"AXIS",70
"MANO",70
"EXSVLTO",70
"PLATO/N",70
"CATERVA",70
"AEDIFICO",70
"CVLMEN",69
"FIDVCIA",69
"NITIDVS",69
"NEQVAM/2",69
"VTER/4",69
"DISSOLVO",69
"TORMENTVM",69
"ATTONO",69
"NVDO",69
"CONVOCO",69
"INCITO/1",69
"AMARVS",69
"ANCILLA",69
"OBRVO",69
"CLIENS",69
"ARBITRIVM",69
"CERVVS",69
"EXPLEO",69
"FORSITAN",69
"LAC",69
"REPLEO",69
"OPPORTVNVS",69
"DELEO",69
"TRADVCO",69
"PRIDEM",68
"EXITVS",68
"CATENA",68
"STYGIVS/A",68
"MERCVRIVS/N",68
"INCREDIBILIS",68
"ZEPHYRVS/N",68
"VERGILIVS/N",68
"DESISTO",68
"ADIVNGO",68
"OBSEQVIVM",68
"HYMENAEVS/N",68
"VELLVS",68
"HEROS",68
"PARTIM",68
"CONTENTVS/1",68
"ALTVM",68
"OPTIMVS",68
"KALENDAE",68
"TABERNA",68
"EXCLAMO",68
"ADMOVEO",67
"COMMEMORO",67
"MIRABILIS",67
"INFINITVS",67
"CONFESTIM",67
"PRAEFICIO",67
"TYRIVS/A",67
"SAL",67
"PACISCOR",67
"REVERTOR",67
"PROSEQVOR",67
"CARCER",67
"SENECTVS/1",67
"SCEPTRVM",67
"ATROX",67
"FLAMMO",67
"APPROPINQVO",67
"NITEO",67
"FVLGOR",67
"BINVS",67
"PABVLVM",67
"CVSPIS",67
"NOTA",67
"CONDVCO",67
"NVTVS",66
"MINISTERIVM",66
"SATIO/2",66
"CAPITOLIVM/N",66
"SPLENDIDVS",66
"CAVDA",66
"CARO/1",66
"ATQVI",66
"OPINOR",66
"INTERMITTO",66
"DELABOR/2",66
"RIVVS",66
"ROSTRVM",66
"PERIMO",66
"PRODEO/1",66
"FANVM",66
"AVARVS/2",66
"AGRESTIS/2",65
"LIBENTER",65
"AMATOR",65
"PVRPVRA",65
"SOLLEMNIS",65
"MERVS",65
"SALTVS/2",65
"MAEREO",65
"PROINDE",65
"ADMODVM",65
"MISERICORDIA",65
"SOLITVDO",65
"SPVMO",65
"EXPVGNO",65
"COGITATIO",65
"PAENITEO",65
"SAVCIVS",65
"TORREO",65
"PATIENTIA",65
"REDIMO",65
"LVGEO",65
"QVISNAM",65
"NEX",65
"VTILITAS",65
"VIRGA",65
"SICILIA/N",65
"POSSESSIO",65
"MAGNOPERE",65
"TITVS/N",65
"OCCIDO/1",65
"AMBVLO",65
"PRAESTO/2",65
"STVPEO",65
"MAIESTAS",65
"SVBDVCO",64
"NOXIVS",64
"NVNCVPO",64
"INFICIO",64
"INFRA/2",64
"APPONO",64
"ASCANIVS/N",64
"OCEANVS/N",64
"REPENTINVS",64
"SERVITVS",64
"TIBIA",64
"GESTO",64
"MEDEA/N",64
"LATEBRA",64
"ORACVLVM",64
"NIMIRVM",64
"INOPS",64
"MINVS",64
"PVPILLVS",64
"ILLINC",64
"PRATVM",64
"BARBA",64
"MATRIMONIVM",64
"FECVNDVS",64
"FERME",64
"IVLVS/N",64
"MOBILIS",64
"OSTIVM",63
"OCEANVS/1",63
"CONSVLARIS/2",63
"NOBILITAS",63
"SOMNIVM",63
"CADAVER",63
"FESTVS",63
"CLEMENTIA",63
"COMPRIMO",63
"SITIS",63
"PROMO",63
"MARMOR",63
"HVMIDVS",63
"EXSTRVO",63
"LVCRVM",63
"DVCENTI",63
"PARTICVLARIS",63
"DEDECVS",63
"ARO",63
"HORRIBILIS",63
"IASON/N",63
"SEDVLVS",63
"PROCELLA",63
"INNOCENS",63
"PERMANEO",63
"PANIS",63
"VLCISCOR",63
"RIGIDVS",63
"ONERO",63
"MORSVS",63
"VALETVDO",63
"VASTO",63
"INERS",63
"SABINVS/N",63
"MADEO",63
"SVBSIDIVM",62
"NATO",62
"PVDICVS",62
"CAPTIVVS/2",62
"PLACO",62
"ARATRVM",62
"CALEO",62
"ALIQVOT",62
"CONSCENDO",62
"PERSEVS/N",62
"FILVM",62
"QVAESO",62
"ALIOQVI",62
"CONTINVO/2",62
"ANXIVS",62
"PRAEPONO",62
"MATRONA",62
"PARTVS/1",62
"FOCVS",62
"SVDO",62
"FALLAX",62
"ACCVSATOR",62
"PROBVS",62
"ARDENS",62
"CALCO",62
"ARIDVS",62
"MATERNVS",62
"FERVEO",62
"CAPTO",62
"POLVS",62
"CONIVGIVM",62
"MANES/N",62
"ANVLVS",61
"ORESTES/N",61
"VTIQVE",61
"EDICO/2",61
"FVTVRVS",61
"SECVNDVM/2",61
"FVNDVS",61
"SALVVS",61
"REDIGO",61
"CONSTANTIA",61
"SVDOR",61
"FALX",61
"QVOAD/1",61
"QVADRAGINTA",61
"ABDO",61
"IO",61
"PRAEDO",61
"PESTIS",61
"SCIENTIA",61
"AVGVSTVS",61
"CRASSVS/N",61
"DOS",61
"NONSOLVM",61
"COMMODVM/1",61
"DOCTRINA",61
"IMPLICO",61
"EXCLVDO",61
"STRVO",61
"VNIVERSALIS",61
"ARGVO",61
"EXPRIMO",61
"REICIO",61
"ALMVS",61
"PVRGO",61
"CRVX",61
"VERSOR",61
"RVBER",61
"LEPVS",60
"OBSERVO",60
"COHIBEO",60
"PROSPER",60
"CALLIDVS",60
"SCENA",60
"MADIDVS",60
"FERVIDVS",60
"NARIS",60
"EVOCO",60
"HVMANITAS",60
"MANE/2",60
"MENDACIVM",60
"LEGATIO",60
"ALPES/N",60
"CETERVM/2",60
"COMEDO/2",60
"INSTAR",60
"CATVLLVS/N",60
"SOPOR",60
"DEMENS",60
"FERREVS",60
"DETERIOR",60
"EXORIOR",59
"AEDIFICIVM",59
"QVATER",59
"INDICO/2",59
"PRAECIPVE",59
"DIFFICVLTAS",59
"VIREO/2",59
"PHARETRA",59
"PATRVVS/1",59
"TERRIBILIS",59
"ARCEO",59
"INSIGNE",59
"PARCVS",59
"LATINVS/N",59
"REQVIES",59
"MIRACVLVM",59
"INTERVALLVM",59
"SAEVITIA",59
"EXTENDO",59
"COLLOQVIVM",59
"TRAICIO",59
"RECTOR",59
"OPERIO",59
"ROGVS",59
"ILLVSTRIS",59
"DISSERO/3",59
"SINGVLARIS",59
"VNGVENTVM",59
"LAXO",58
"ECCLESIA",58
"PRISTINVS",58
"PRAEFECTVS",58
"ABDVCO",58
"CRAS/2",58
"VIRILIS",58
"ARVNDO",58
"PARATVS/2",58
"ATRIVM",58
"FVLVVS",58
"AGRICOLA",58
"TEMERE",58
"TEMPTO",58
"NECDVM/1",58
"VVLGO/1",58
"DOMINOR",58
"RVTVLI/N",58
"EXTEMPLO",58
"NO",58
"EBRIVS",58
"GRESSVS",58
"PERMISCEO",58
"APIS",57
"LABRVM/1",57
"INFIRMVS",57
"CALIGO/1",57
"MANE/1",57
"PINVS",57
"TVMEO",57
"RVFINVS/N",57
"PENETRALIS",57
"PEREGRINVS/2",57
"NATA",57
"NEBVLA",57
"ACTIO",57
"VICTVS",57
"EXSVL",57
"PECCATVM",57
"METIOR",57
"RITE",57
"GERMANVS/2",57
"BENIGNVS",57
"EXSTO",57
"RESOLVO",57
"DEMO",57
"DIFFVNDO/2",57
"CACVMEN",57
"EXIMIVS",57
"GALLVS/A",57
"ASTO",57
"CONNVBIVM",56
"INDVLGEO",56
"VEHEMENTER",56
"TITVLVS",56
"MINISTER/2",56
"TONDEO",56
"OPPONO",56
"FIDO",56
"MINISTRO",56
"MOLIOR",56
"CAPTIVVS/1",56
"ABSCONDO",56
"SARCINA",56
"EXTERNVS",56
"AMPLEXVS",56
"DISCORDIA",56
"SIGNIFICO",56
"PVDICITIA",56
"CONSENTIO",56
"CVRIOSVS",56
"ALTITVDO",56
"SVPERIOR",56
"INFERNVS",56
"SVFFERO",55
"NVBILVS",55
"SVPERI",55
"NEXVS",55
"GRAVITAS",55
"DISTINGVO",55
"CONCORDIA",55
"SOCRATES/N",55
"TVRBIDVS",55
"COQVVS",55
"LIBO",55
"L/N",55
"VTERVS",55
"IMPENDO",55
"DIVA",55
"SITIO",55
"PRAVVS",55
"PAVIDVS",55
"SATVRNIVS/A",55
"PRAECIPITO",55
"VIGILIA",55
"MERCATOR",55
"PARVVLVS",55
"AGRICOLA/N",55
"REGALIS",55
"CVMQVE",55
"PROCVMBO",55
"APTO",55
"ARCA",55
"DISTO",55
"TRVX",55
"FVTVO",55
"LIBERALIS",54
"RAVCVS",54
"IRRITVS",54
"PRAEDICO/1",54
"IBIDEM",54
"VARIO",54
"NOVITAS",54
"GENETRIX",54
"PAVOR",54
"LECTVS/3",54
"TEMPVS/2",54
"PRIAPVS/N",54
"INVICTVS",54
"VICISSIM",54
"DEPRECOR",54
"VOLITO",54
"AEGYPTVS/N",54
"POSTIS",54
"PAVLVM/2",54
"MERVM",54
"ROSEVS",54
"EXPERS",54
"OPVS/2",54
"IRACVNDIA",54
"ACRITER",54
"STIMVLVS",54
"TVTELA",54
"SVMMVM/2",54
"ORATOR",54
"LIGO/2",54
"ERVMPO",54
"IDCIRCO",54
"LVXVRIA",54
"MARTIVS/N",54
"SECRETVS",54
"SVPERNVS",53
"VNKNOWN",53
"ABVNDO",53
"CVPIDO/N",53
"INCREPO",53
"MARCELLVS/N",53
"TVRMA",53
"GLEBA",53
"OMNIPOTENS",53
"PROFITEOR",53
"VAGOR/2",53
"ATHENAE/N",53
"IGNAVVS/2",53
"CONSVRGO",53
"OPACVS",53
"LIBER/N",53
"LICENTIA",53
"INTVEOR",53
"EDVCO/1",53
"PVDENTILLA/N",53
"CIRCE/N",53
"LARGIOR",53
"ALBANVS/A",53
"PROFVGIO",53
"VSQVAM",53
"CASTELLVM",53
"CERA",53
"MEDIOCRIS",53
"AFFOR",52
"AEGRE",52
"TIBERIS/N",52
"TYRRHENVS/A",52
"THESEVS/N",52
"CONGREDIOR",52
"OCCVLTO",52
"QVODAMMODO",52
"COITVS",52
"PENDO",52
"CONSCIENTIA",52
"ORCVS/N",52
"IRRVMPO",52
"PRAEMITTO",52
"FEMINEVS",52
"SIMILITVDO",52
"HOSTILIS",52
"SAPOR",52
"MAGVS/1",52
"PAVLISPER",52
"PAVLVS/N",52
"MARINVS",52
"MINAE",52
"PARIES",52
"SECVS/2",52
"REDITVS",52
"REPVGNO",52
"TESTOR",52
"BRVMA",52
"HYMEN/N",52
"VTRIMQVE",52
"VETVSTVS",52
"DIS/N",52
"COMMEATVS",52
"LVSVS",52
"LOCVPLES",51
"OLEO",51
"AMICTVS",51
"EQVESTER",51
"NOCTV",51
"PROSERPINA/N",51
"COMPELLO/2",51
"PREHENDO",51
"NESCIVS",51
"PROCERES",51
"VIBRO",51
"DEPELLO",51
"AGAMEMNON/N",51
"COOPERIO",51
"PORTICVS",51
"PERFIDVS/1",51
"PERHIBEO",51
"SVCVS",51
"SVSCITO/1",51
"INNVMERVS",51
"CYCLOPS/N",51
"PLANE",51
"INCOLO/2",51
"SVBDO",51
"PAVPERTAS",51
"SCVTVM",51
"TRECENTI",51
"LATINI/N",51
"QVERCVS",51
"MVTVS",51
"ATLAS/N",51
"VITALIS",51
"VDVS",51
"PERNICIES",51
"OCCVLTVS",51
"RECORDOR",51
"LATRO/1",51
"TEGIMEN",51
"LENIO",51
"ACCVSATIO",51
"CONDEMNO",51
"PRAEDICO/2",51
"DEHINC",51
"EFFIGIES",51
"PHILOSOPHIA",51
"POSTEAQVAM",51
"ILLIC/2",51
"MESSIS",51
"OCIOR",50
"LONGINQVVS",50
"ADIPISCOR",50
"INSANIA",50
"DEFVNGOR",50
"STATIO",50
"LATEX",50
"EVERTO",50
"DECVRRO",50
"SOLIVM",50
"HABITVS/1",50
"VNVSQVISQVE",50
"HIBERNVS",50
"GRAIVS/A",50
"MAGICVS",50
"RIGEO",50
"QVAPROPTER/1",50
"AMBIORIX/N",50
"RESIDEO",50
"PRAESENTIA/1",50
"CLAVSTRVM",50
"MVLCEO",50
"SORTIOR",50
"DIMICO",50
"VENVS/1",50
"MAGNIFICVS",50
"CONSVLATVS",50
"CONCIEO",50
"INFVNDO/2",50
"NEVTER",50
"IAMDVDVM",50
"SERPO",50
"STVDIOSVS",50
"TORVVS",50
"SVBINDE",49
"REPORTO",49
"RESONO/1",49
"AH",49
"INVTILIS",49
"VICVS",49
"DELICATVS/2",49
"STERILIS",49
"CONGRVO",49
"CONSIDERO",49
"MISEREOR",49
"DOCTVS",49
"CRVCIATVS",49
"ILICO",49
"AVITVS",49
"CASTOR/N",49
"MACHINA",49
"NONNVMQVAM",49
"EFFOR",49
"VADO/2",49
"STIPO",49
"MATVTINVS",49
"LVCIDVS",49
"COGNATVS/2",49
"IVVENTA",49
"ABDICATIVVS",49
"VICTIMA",49
"CARITAS",49
"DIRIPIO",49
"COLVMBA",49
"PLANGO",49
"TOGATVS",49
"TVTOR/1",49
"TRABS",49
"FVNGOR",49
"PACO",48
"FOEDO",48
"QVAMOBREM",48
"CITVS",48
"PONTIANVS/N",48
"FLATVS",48
"SOCIETAS",48
"CONTROVERSIA",48
"BELVA",48
"REFVGIO",48
"PLVMA",48
"SEXAGINTA",48
"SEXVS",48
"CALIX",48
"CLEMENS",48
"MINAX",48
"LYRA",48
"MEDICINA",48
"FVNIS",48
"REPO",48
"EXHAVRIO",48
"IVMENTVM",48
"INSVPER/1",48
"COMMINVS",48
"AEMVLVS/2",48
"SERVITIVM",48
"FORAS",48
"VERCINGETORIX/N",48
"CANDEO",48
"AVSPICIVM",48
"OTIOSVS",48
"TARTARVS/N",48
"LANGVIDVS",48
"INGVEN",48
"DEDICATIVVS",48
"PRAECEDO/1",48
"SESCENTI",48
"DELVBRVM",48
"CAERVLVS",48
"CONCIDO/1",48
"ARIOVISTVS/N",48
"COTIDIANVS",47
"RAPINA/1",47
"PROFVNDO/2",47
"PROGENIES",47
"CIRCVMEO/1",47
"INVISVS/1",47
"SVBTILIS",47
"DISICIO",47
"IMBVO",47
"BASIVM",47
"OVVM",47
"EXINDE",47
"TABELLA",47
"ABRVMPO",47
"MODEROR",47
"INEPTVS",47
"CONIVRO",47
"METALLVM",47
"ANCEPS/2",47
"ALACER",47
"CONSVLTVM",47
"TEPIDVS",47
"CONVICIVM",47
"MOMENTVM",47
"ENIMVERO",47
"CAPESSO",47
"CRVDELITAS",47
"PHRYGES/N",47
"MANDATVM",47
"SANGVINEVS",47
"TAMETSI",47
"REMVS/N",47
"MVLIEBRIS",47
"PRAEPARO/2",47
"DORSVM",47
"DISTRAHO",47
"DVCTOR",47
"DISCVTIO",47
"POPVLARIS/2",47
"PERMOVEO",47
"SANE",47
"LECTOR",46
"FASTIGIVM",46
"ARCANVS",46
"INSINVO",46
"INTERPONO",46
"ADOLESCO/1",46
"ELABOR/2",46
"ELOQVENTIA",46
"VECTIGAL",46
"AVEO",46
"FVMO",46
"NVRVS",46
"LIBENS",46
"EXCIDO/1",46
"EXORDIVM",46
"AESTVO",46
"PALLIDVS",46
"TRANQVILLVS",46
"LACRIMO",46
"PROMPTVS/2",46
"IVNIVS/N",46
"VTPOTE",46
"DECIDO/1",46
"VIATOR",46
"SPLENDOR",46
"ARMATVS/2",46
"BACVLVM",46
"POMPA",46
"CITHARA",46
"DARDANIVS/A",46
"CONSTRINGO",46
"NVMA/N",46
"QVIETVS",46
"QVINDECIM",46
"SYRIA/N",46
"ANNVO",46
"CONCLAMO",46
"DOMESTICVS/2",46
"ACVO",46
"CVTIS",46
"RVBOR",46
"FVROR/2",46
"LVBRICVS",45
"QVAESTIO",45
"RESERVO",45
"PYLADES/N",45
"CIRCVMSTO",45
"INGENVVS",45
"VETVSTAS",45
"GLACIES",45
"GRADIOR",45
"META",45
"REGREDIOR",45
"CONTEGO",45
"REQVIESCO",45
"ADORIOR",45
"SALIO/1",45
"DEVORO",45
"STATVS/1",45
"DEFORMIS",45
"INDVSTRIA",45
"VESCOR",45
"MERIDIES",45
"MERITVM",45
"ARGENTEVS/2",45
"RECREO",45
"RECTE",45
"QVAMDIV/1",45
"AMENS",45
"EVENTVS",45
"VESTIMENTVM",45
"SERO/2",45
"TIGRIS",45
"ASCYLTVS/N",45
"TRACTVS",45
"PERITVS",45
"CONGERO/2",45
"PACTVM",45
"FORTITER",45
"FATALIS",45
"PROPOSITIO",45
"TRISMEGISTVS",45
"INCLVTVS",45
"PORCVS",45
"AMOENVS",45
"SENECTA",45
"BENEVOLENTIA",45
"MACTO",45
"ORNAMENTVM",44
"NIHILVM",44
"INIMICVS/1",44
"COMPLEXVS",44
"NAVIGIVM",44
"AFFIRMO",44
"INDIGEO",44
"CELEBER",44
"PVLCHRITVDO",44
"M/N",44
"OBLIQVVS",44
"PROFANVS",44
"ASCLEPIVS/N",44
"IMMEMOR",44
"CELLA",44
"STIPENDIVM",44
"PALATIVM/N",44
"OCCASVS",44
"P/N",44
"OLIVA",44
"ALLOQVOR",44
"COGNOMEN",44
"AERIVS",44
"PLAGA/2",44
"SEVERITAS",44
"SILVESTRIS",44
"PARIS/N",44
"TRIVMPHO",44
"VLTOR",44
"TREMVLVS/3",44
"TERMINVS",44
"IVSSVM",44
